2021/02/04 13:49:38| Created PID file (/var/run/squid.pid)
2021/02/05 07:23:32 kid1| SECURITY ALERT: on URL: api.twitter.com:443
2021/02/05 07:23:32 kid1| SECURITY ALERT: Host header forgery detected on local=104.244.42.130:443 remote=10.42.0.30:45654 FD 15 flags=33 (local IP does not match any domain IP)
2021/02/05 07:23:32 kid1| SECURITY ALERT: on URL: api.twitter.com:443
2021/02/05 07:23:32 kid1| SECURITY ALERT: Host header forgery detected on local=104.244.42.130:443 remote=10.42.0.30:45656 FD 15 flags=33 (local IP does not match any domain IP)
2021/02/05 07:23:32 kid1| SECURITY ALERT: on URL: api.twitter.com:443
2021/02/05 07:56:25 kid1| SECURITY ALERT: Host header forgery detected on local=52.114.133.61:443 remote=10.42.0.30:42029 FD 33 flags=33 (local IP does not match any domain IP)
2021/02/05 07:56:25 kid1| SECURITY ALERT: on URL: ic3.events.data.microsoft.com:443
2021/02/05 08:36:14 kid1| SECURITY ALERT: Host header forgery detected on local=168.62.200.169:443 remote=10.42.0.30:57027 FD 29 flags=33 (local IP does not match any domain IP)
2021/02/05 08:36:14 kid1| SECURITY ALERT: on URL: ic3.events.data.microsoft.com:443
2021/02/05 08:39:44 kid1| SECURITY ALERT: Host header forgery detected on local=52.114.159.112:443 remote=10.42.0.30:41523 FD 27 flags=33 (local IP does not match any domain IP)
2021/02/05 08:39:44 kid1| SECURITY ALERT: on URL: ic3.events.data.microsoft.com:443
2021/02/05 08:43:26 kid1| SECURITY ALERT: Host header forgery detected on local=52.114.158.50:443 remote=10.42.0.30:46091 FD 17 flags=33 (local IP does not match any domain IP)
2021/02/05 08:43:26 kid1| SECURITY ALERT: on URL: ic3.events.data.microsoft.com:443
2021/02/05 08:46:39 kid1| SECURITY ALERT: Host header forgery detected on local=168.62.57.154:443 remote=10.42.0.30:36923 FD 29 flags=33 (local IP does not match any domain IP)
2021/02/05 08:46:39 kid1| SECURITY ALERT: on URL: ic3.events.data.microsoft.com:443
2021/02/05 08:50:06 kid1| SECURITY ALERT: Host header forgery detected on local=52.114.128.71:443 remote=10.42.0.30:41045 FD 29 flags=33 (local IP does not match any domain IP)
2021/02/05 08:50:06 kid1| SECURITY ALERT: on URL: ic3.events.data.microsoft.com:443
2021/02/05 09:23:14 kid1| SECURITY ALERT: Host header forgery detected on local=172.217.161.74:443 remote=10.42.0.30:49186 FD 27 flags=33 (local IP does not match any domain IP)
2021/02/05 09:23:14 kid1| SECURITY ALERT: on URL: userlocation.googleapis.com:443
2021/02/05 10:25:19 kid1| SECURITY ALERT: Host header forgery detected on local=172.217.26.10:443 remote=10.42.0.30:49702 FD 37 flags=33 (local IP does not match any domain IP)
2021/02/05 10:25:19 kid1| SECURITY ALERT: on URL: userlocation.googleapis.com:443
2021/02/05 10:25:23 kid1| SECURITY ALERT: Host header forgery detected on local=20.190.141.229:443 remote=10.42.0.30:44068 FD 75 flags=33 (local IP does not match any domain IP)
2021/02/05 10:25:23 kid1| SECURITY ALERT: on URL: login.live.com:443
2021/02/05 10:25:27 kid1| SECURITY ALERT: Host header forgery detected on local=104.244.42.66:443 remote=10.42.0.30:45456 FD 93 flags=33 (local IP does not match any domain IP)
2021/02/05 10:25:27 kid1| SECURITY ALERT: on URL: api.twitter.com:443
2021/02/05 10:25:27 kid1| SECURITY ALERT: Host header forgery detected on local=104.244.42.66:443 remote=10.42.0.30:45460 FD 93 flags=33 (local IP does not match any domain IP)
2021/02/05 10:25:27 kid1| SECURITY ALERT: on URL: api.twitter.com:443
2021/02/05 10:25:28 kid1| SECURITY ALERT: Host header forgery detected on local=104.244.42.2:443 remote=10.42.0.30:49650 FD 19 flags=33 (local IP does not match any domain IP)
2021/02/05 10:25:28 kid1| SECURITY ALERT: on URL: api.twitter.com:443
2021/02/05 10:25:28 kid1| SECURITY ALERT: Host header forgery detected on local=104.244.42.2:443 remote=10.42.0.30:49652 FD 19 flags=33 (local IP does not match any domain IP)
2021/02/05 10:25:28 kid1| SECURITY ALERT: on URL: api.twitter.com:443
2021/02/05 10:25:28 kid1| SECURITY ALERT: Host header forgery detected on local=104.244.42.130:443 remote=10.42.0.30:46796 FD 19 flags=33 (local IP does not match any domain IP)
2021/02/05 10:25:28 kid1| SECURITY ALERT: on URL: api.twitter.com:443
2021/02/05 10:25:28 kid1| SECURITY ALERT: Host header forgery detected on local=104.244.42.130:443 remote=10.42.0.30:46798 FD 19 flags=33 (local IP does not match any domain IP)
2021/02/05 10:25:28 kid1| SECURITY ALERT: on URL: api.twitter.com:443
2021/02/05 10:25:33 kid1| SECURITY ALERT: Host header forgery detected on local=20.190.141.229:443 remote=10.42.0.30:44110 FD 85 flags=33 (local IP does not match any domain IP)
2021/02/05 10:25:33 kid1| SECURITY ALERT: on URL: login.live.com:443
2021/02/05 10:25:33 kid1| SECURITY ALERT: Host header forgery detected on local=20.190.141.231:443 remote=10.42.0.30:57836 FD 85 flags=33 (local IP does not match any domain IP)
2021/02/05 10:25:33 kid1| SECURITY ALERT: on URL: login.live.com:443
2021/02/05 10:25:33 kid1| SECURITY ALERT: Host header forgery detected on local=20.190.141.225:443 remote=10.42.0.30:33396 FD 87 flags=33 (local IP does not match any domain IP)
2021/02/05 10:25:33 kid1| SECURITY ALERT: on URL: login.live.com:443
2021/02/05 10:25:33 kid1| SECURITY ALERT: Host header forgery detected on local=20.190.141.193:443 remote=10.42.0.30:59610 FD 87 flags=33 (local IP does not match any domain IP)
2021/02/05 10:25:33 kid1| SECURITY ALERT: on URL: login.live.com:443
2021/02/05 10:25:33 kid1| SECURITY ALERT: Host header forgery detected on local=20.190.141.226:443 remote=10.42.0.30:34436 FD 87 flags=33 (local IP does not match any domain IP)
2021/02/05 10:25:33 kid1| SECURITY ALERT: on URL: login.live.com:443
2021/02/05 10:25:33 kid1| SECURITY ALERT: Host header forgery detected on local=20.190.141.194:443 remote=10.42.0.30:37958 FD 87 flags=33 (local IP does not match any domain IP)
2021/02/05 10:25:33 kid1| SECURITY ALERT: on URL: login.live.com:443
2021/02/05 10:25:33 kid1| SECURITY ALERT: Host header forgery detected on local=20.190.141.230:443 remote=10.42.0.30:39188 FD 87 flags=33 (local IP does not match any domain IP)
2021/02/05 10:25:33 kid1| SECURITY ALERT: on URL: login.live.com:443
2021/02/05 10:25:33 kid1| SECURITY ALERT: Host header forgery detected on local=20.190.141.192:443 remote=10.42.0.30:47638 FD 87 flags=33 (local IP does not match any domain IP)
2021/02/05 10:25:33 kid1| SECURITY ALERT: on URL: login.live.com:443
2021/02/05 10:25:38 kid1| SECURITY ALERT: Host header forgery detected on local=20.190.141.229:443 remote=10.42.0.30:44154 FD 50 flags=33 (local IP does not match any domain IP)
2021/02/05 10:25:38 kid1| SECURITY ALERT: on URL: login.live.com:443
2021/02/05 10:25:38 kid1| SECURITY ALERT: Host header forgery detected on local=20.190.141.231:443 remote=10.42.0.30:57878 FD 50 flags=33 (local IP does not match any domain IP)
2021/02/05 10:25:38 kid1| SECURITY ALERT: on URL: login.live.com:443
2021/02/05 10:25:38 kid1| SECURITY ALERT: Host header forgery detected on local=20.190.141.225:443 remote=10.42.0.30:33438 FD 50 flags=33 (local IP does not match any domain IP)
2021/02/05 10:25:38 kid1| SECURITY ALERT: on URL: login.live.com:443
2021/02/05 10:25:38 kid1| SECURITY ALERT: Host header forgery detected on local=20.190.141.193:443 remote=10.42.0.30:59652 FD 50 flags=33 (local IP does not match any domain IP)
2021/02/05 10:25:38 kid1| SECURITY ALERT: on URL: login.live.com:443
2021/02/05 10:25:38 kid1| SECURITY ALERT: Host header forgery detected on local=20.190.141.226:443 remote=10.42.0.30:34478 FD 50 flags=33 (local IP does not match any domain IP)
2021/02/05 10:25:38 kid1| SECURITY ALERT: on URL: login.live.com:443
2021/02/05 10:25:38 kid1| SECURITY ALERT: Host header forgery detected on local=20.190.141.194:443 remote=10.42.0.30:38000 FD 50 flags=33 (local IP does not match any domain IP)
2021/02/05 10:25:38 kid1| SECURITY ALERT: on URL: login.live.com:443
2021/02/05 10:25:38 kid1| SECURITY ALERT: Host header forgery detected on local=20.190.141.230:443 remote=10.42.0.30:39230 FD 50 flags=33 (local IP does not match any domain IP)
2021/02/05 10:25:38 kid1| SECURITY ALERT: on URL: login.live.com:443
2021/02/05 10:25:38 kid1| SECURITY ALERT: Host header forgery detected on local=13.105.66.144:443 remote=10.42.0.30:35608 FD 50 flags=33 (local IP does not match any domain IP)
2021/02/05 10:25:38 kid1| SECURITY ALERT: on URL: skyapi.live.net:443
2021/02/05 10:25:38 kid1| SECURITY ALERT: Host header forgery detected on local=20.190.141.192:443 remote=10.42.0.30:47682 FD 50 flags=33 (local IP does not match any domain IP)
2021/02/05 10:25:38 kid1| SECURITY ALERT: on URL: login.live.com:443
2021/02/05 10:25:38 kid1| SECURITY ALERT: Host header forgery detected on local=13.105.66.144:443 remote=10.42.0.30:35612 FD 50 flags=33 (local IP does not match any domain IP)
2021/02/05 10:25:38 kid1| SECURITY ALERT: on URL: skyapi.live.net:443
2021/02/05 10:25:39 kid1| SECURITY ALERT: Host header forgery detected on local=20.190.141.229:443 remote=10.42.0.30:44174 FD 50 flags=33 (local IP does not match any domain IP)
2021/02/05 10:25:39 kid1| SECURITY ALERT: on URL: login.live.com:443
2021/02/05 10:25:39 kid1| SECURITY ALERT: Host header forgery detected on local=20.190.141.231:443 remote=10.42.0.30:57898 FD 50 flags=33 (local IP does not match any domain IP)
2021/02/05 10:25:39 kid1| SECURITY ALERT: on URL: login.live.com:443
2021/02/05 10:25:39 kid1| SECURITY ALERT: Host header forgery detected on local=20.190.141.225:443 remote=10.42.0.30:33458 FD 50 flags=33 (local IP does not match any domain IP)
2021/02/05 10:25:39 kid1| SECURITY ALERT: on URL: login.live.com:443
2021/02/05 10:25:39 kid1| SECURITY ALERT: Host header forgery detected on local=20.190.141.193:443 remote=10.42.0.30:59672 FD 50 flags=33 (local IP does not match any domain IP)
2021/02/05 10:25:39 kid1| SECURITY ALERT: on URL: login.live.com:443
2021/02/05 10:25:39 kid1| SECURITY ALERT: Host header forgery detected on local=20.190.141.226:443 remote=10.42.0.30:34498 FD 50 flags=33 (local IP does not match any domain IP)
2021/02/05 10:25:39 kid1| SECURITY ALERT: on URL: login.live.com:443
2021/02/05 10:25:39 kid1| SECURITY ALERT: Host header forgery detected on local=20.190.141.194:443 remote=10.42.0.30:38020 FD 50 flags=33 (local IP does not match any domain IP)
2021/02/05 10:25:39 kid1| SECURITY ALERT: on URL: login.live.com:443
2021/02/05 10:25:39 kid1| SECURITY ALERT: Host header forgery detected on local=20.190.141.230:443 remote=10.42.0.30:39250 FD 50 flags=33 (local IP does not match any domain IP)
2021/02/05 10:25:39 kid1| SECURITY ALERT: on URL: login.live.com:443
2021/02/05 10:25:39 kid1| SECURITY ALERT: Host header forgery detected on local=51.140.157.153:443 remote=10.42.0.30:49770 FD 50 flags=33 (local IP does not match any domain IP)
2021/02/05 10:25:39 kid1| SECURITY ALERT: on URL: mobile.pipe.aria.microsoft.com:443
2021/02/05 10:25:39 kid1| SECURITY ALERT: Host header forgery detected on local=20.190.141.192:443 remote=10.42.0.30:47702 FD 50 flags=33 (local IP does not match any domain IP)
2021/02/05 10:25:39 kid1| SECURITY ALERT: on URL: login.live.com:443
2021/02/05 10:25:40 kid1| SECURITY ALERT: Host header forgery detected on local=51.140.157.153:443 remote=10.42.0.30:49774 FD 50 flags=33 (local IP does not match any domain IP)
2021/02/05 10:25:40 kid1| SECURITY ALERT: on URL: mobile.pipe.aria.microsoft.com:443
2021/02/05 10:25:42 kid1| SECURITY ALERT: Host header forgery detected on local=51.140.157.153:443 remote=10.42.0.30:49780 FD 64 flags=33 (local IP does not match any domain IP)
2021/02/05 10:25:42 kid1| SECURITY ALERT: on URL: mobile.pipe.aria.microsoft.com:443
2021/02/05 10:25:42 kid1| SECURITY ALERT: Host header forgery detected on local=51.140.157.153:443 remote=10.42.0.30:49778 FD 98 flags=33 (local IP does not match any domain IP)
2021/02/05 10:25:42 kid1| SECURITY ALERT: on URL: mobile.pipe.aria.microsoft.com:443
2021/02/05 10:25:42 kid1| SECURITY ALERT: Host header forgery detected on local=20.190.141.229:443 remote=10.42.0.30:44200 FD 46 flags=33 (local IP does not match any domain IP)
2021/02/05 10:25:42 kid1| SECURITY ALERT: on URL: login.live.com:443
2021/02/05 10:25:42 kid1| SECURITY ALERT: Host header forgery detected on local=20.190.141.231:443 remote=10.42.0.30:57924 FD 46 flags=33 (local IP does not match any domain IP)
2021/02/05 10:25:42 kid1| SECURITY ALERT: on URL: login.live.com:443
2021/02/05 10:25:42 kid1| SECURITY ALERT: Host header forgery detected on local=20.190.141.225:443 remote=10.42.0.30:33484 FD 46 flags=33 (local IP does not match any domain IP)
2021/02/05 10:25:42 kid1| SECURITY ALERT: on URL: login.live.com:443
2021/02/05 10:25:42 kid1| SECURITY ALERT: Host header forgery detected on local=20.190.141.193:443 remote=10.42.0.30:59698 FD 46 flags=33 (local IP does not match any domain IP)
2021/02/05 10:25:42 kid1| SECURITY ALERT: on URL: login.live.com:443
2021/02/05 10:25:44 kid1| SECURITY ALERT: Host header forgery detected on local=51.140.157.153:443 remote=10.42.0.30:49792 FD 46 flags=33 (local IP does not match any domain IP)
2021/02/05 10:25:44 kid1| SECURITY ALERT: on URL: mobile.pipe.aria.microsoft.com:443
2021/02/05 10:25:47 kid1| SECURITY ALERT: Host header forgery detected on local=51.140.157.153:443 remote=10.42.0.30:49794 FD 46 flags=33 (local IP does not match any domain IP)
2021/02/05 10:25:47 kid1| SECURITY ALERT: on URL: mobile.pipe.aria.microsoft.com:443
2021/02/05 11:53:00 kid1| SECURITY ALERT: Host header forgery detected on local=104.244.42.66:443 remote=10.42.0.30:45922 FD 45 flags=33 (local IP does not match any domain IP)
2021/02/05 11:53:00 kid1| SECURITY ALERT: on URL: api.twitter.com:443
2021/02/05 11:53:00 kid1| SECURITY ALERT: Host header forgery detected on local=104.244.42.66:443 remote=10.42.0.30:45924 FD 45 flags=33 (local IP does not match any domain IP)
2021/02/05 11:53:00 kid1| SECURITY ALERT: on URL: api.twitter.com:443
2021/02/05 11:53:00 kid1| SECURITY ALERT: Host header forgery detected on local=104.244.42.2:443 remote=10.42.0.30:50114 FD 45 flags=33 (local IP does not match any domain IP)
2021/02/05 11:53:00 kid1| SECURITY ALERT: on URL: api.twitter.com:443
2021/02/05 11:53:00 kid1| SECURITY ALERT: Host header forgery detected on local=104.244.42.2:443 remote=10.42.0.30:50116 FD 45 flags=33 (local IP does not match any domain IP)
2021/02/05 11:53:00 kid1| SECURITY ALERT: on URL: api.twitter.com:443
2021/02/05 11:53:00 kid1| SECURITY ALERT: Host header forgery detected on local=104.244.42.130:443 remote=10.42.0.30:47260 FD 45 flags=33 (local IP does not match any domain IP)
2021/02/05 11:53:00 kid1| SECURITY ALERT: on URL: api.twitter.com:443
2021/02/05 11:53:00 kid1| SECURITY ALERT: Host header forgery detected on local=104.244.42.130:443 remote=10.42.0.30:47262 FD 45 flags=33 (local IP does not match any domain IP)
2021/02/05 11:53:00 kid1| SECURITY ALERT: on URL: api.twitter.com:443
2021/02/05 11:54:10 kid1| SECURITY ALERT: Host header forgery detected on local=52.114.15.169:443 remote=10.42.0.30:50210 FD 52 flags=33 (local IP does not match any domain IP)
2021/02/05 11:54:10 kid1| SECURITY ALERT: on URL: apac.ng.msg.teams.microsoft.com:443
2021/02/05 11:54:18 kid1| SECURITY ALERT: Host header forgery detected on local=104.244.42.66:443 remote=10.42.0.30:46116 FD 11 flags=33 (local IP does not match any domain IP)
2021/02/05 11:54:18 kid1| SECURITY ALERT: on URL: api.twitter.com:443
2021/02/05 11:54:18 kid1| SECURITY ALERT: Host header forgery detected on local=104.244.42.66:443 remote=10.42.0.30:46118 FD 11 flags=33 (local IP does not match any domain IP)
2021/02/05 11:54:18 kid1| SECURITY ALERT: on URL: api.twitter.com:443
2021/02/05 11:54:18 kid1| SECURITY ALERT: Host header forgery detected on local=104.244.42.66:443 remote=10.42.0.30:46120 FD 11 flags=33 (local IP does not match any domain IP)
2021/02/05 11:54:18 kid1| SECURITY ALERT: on URL: api.twitter.com:443
2021/02/05 11:54:18 kid1| SECURITY ALERT: Host header forgery detected on local=104.244.42.66:443 remote=10.42.0.30:46124 FD 13 flags=33 (local IP does not match any domain IP)
2021/02/05 11:54:18 kid1| SECURITY ALERT: on URL: api.twitter.com:443
2021/02/05 11:54:18 kid1| SECURITY ALERT: Host header forgery detected on local=104.244.42.2:443 remote=10.42.0.30:50310 FD 11 flags=33 (local IP does not match any domain IP)
2021/02/05 11:54:18 kid1| SECURITY ALERT: on URL: api.twitter.com:443
2021/02/05 11:54:18 kid1| SECURITY ALERT: Host header forgery detected on local=104.244.42.66:443 remote=10.42.0.30:46126 FD 11 flags=33 (local IP does not match any domain IP)
2021/02/05 11:54:18 kid1| SECURITY ALERT: on URL: api.twitter.com:443
2021/02/05 11:54:18 kid1| SECURITY ALERT: Host header forgery detected on local=104.244.42.66:443 remote=10.42.0.30:46132 FD 56 flags=33 (local IP does not match any domain IP)
2021/02/05 11:54:18 kid1| SECURITY ALERT: on URL: api.twitter.com:443
2021/02/05 11:54:18 kid1| SECURITY ALERT: Host header forgery detected on local=104.244.42.2:443 remote=10.42.0.30:50322 FD 57 flags=33 (local IP does not match any domain IP)
2021/02/05 11:54:18 kid1| SECURITY ALERT: on URL: api.twitter.com:443
2021/02/05 11:54:18 kid1| SECURITY ALERT: Host header forgery detected on local=104.244.42.2:443 remote=10.42.0.30:50324 FD 132 flags=33 (local IP does not match any domain IP)
2021/02/05 11:54:18 kid1| SECURITY ALERT: on URL: api.twitter.com:443
2021/02/05 11:54:18 kid1| SECURITY ALERT: Host header forgery detected on local=104.244.42.2:443 remote=10.42.0.30:50326 FD 132 flags=33 (local IP does not match any domain IP)
2021/02/05 11:54:18 kid1| SECURITY ALERT: on URL: api.twitter.com:443
2021/02/05 11:54:18 kid1| SECURITY ALERT: Host header forgery detected on local=104.244.42.130:443 remote=10.42.0.30:47470 FD 132 flags=33 (local IP does not match any domain IP)
2021/02/05 11:54:18 kid1| SECURITY ALERT: on URL: api.twitter.com:443
2021/02/05 11:54:18 kid1| SECURITY ALERT: Host header forgery detected on local=104.244.42.2:443 remote=10.42.0.30:50332 FD 132 flags=33 (local IP does not match any domain IP)
